rail_zenith[°],  wind_angle[°],  wind_speed[m/s], acc_noise[m/s²], gyro_noise[m/s²], baro_noise[m/s²], wind_gust_x[m/s], wind_gust_y[m/s], end_burn[s], used_propellant[kg], apogee_error[m], Kalman error_x[m], Kalman error_y[m], Kalman error_z[m]
7.77 138.35 14.95 0.00454 0.04266 0.65 5.65 5.22 6.89 9.11 -48.7 -9.5 -130.6 -0.6 1.2 -5.9 -0.1 0.05303
7.55 135.11 9.18 0.13905 0.01899 0.49 9.98 9.07 6.56 8.91 -21.3 -0.2 -0.4 -0.1 -0.0 -0.3 -0.3 0.05586
9.19 88.12 0.43 0.17346 0.01938 0.29 2.57 1.97 6.80 8.99 -10.0 58.4 45.1 0.1 3.0 2.1 0.2 0.05437
9.47 138.04 5.20 0.18929 0.04123 0.84 4.26 5.78 6.41 8.85 11.1 50.1 69.2 -0.3 2.3 2.9 0.3 0.04686
5.20 92.24 10.47 0.03474 0.03004 0.78 2.90 7.63 6.86 9.17 -50.4 -35.0 147.3 -0.1 -1.8 8.1 0.0 0.05584
5.57 54.64 14.82 0.19814 0.00138 0.43 6.66 0.55 7.47 9.66 -50.3 21.1 1.1 0.2 1.0 -0.0 0.3 0.04030
5.00 109.71 10.62 0.14226 0.00958 0.34 0.54 0.80 6.73 9.03 -47.7 -21.8 -42.7 0.1 -0.8 -1.7 -0.1 0.05227
7.55 170.55 7.08 0.00576 0.03775 0.14 1.73 0.29 6.41 8.78 62.2 80.3 -193.9 0.0 4.0 -8.9 -0.5 0.04660
9.82 48.32 5.25 0.11345 0.02808 0.03 4.29 6.61 7.11 9.31 -20.8 -61.3 7.9 -0.0 -2.5 0.0 0.1 0.05380
2.02 78.65 12.30 0.11665 0.00492 0.79 3.50 4.05 7.06 9.24 7.4 -26.5 23.8 0.2 -1.1 1.0 0.8 0.04040
9.36 125.64 4.86 0.16739 0.04160 0.37 5.08 5.56 6.66 8.94 10.1 107.5 -77.8 0.0 5.5 -3.0 -0.2 0.05122
6.62 40.53 12.18 0.19934 0.04464 0.61 8.06 6.66 7.05 9.39 -37.8 8.8 -43.4 0.0 0.8 -3.3 0.6 0.04086
8.83 172.55 12.96 0.08605 0.03379 0.75 1.08 5.09 6.47 8.84 -55.1 -74.7 -57.0 -0.7 -3.2 -4.0 0.4 0.05569
4.45 114.11 11.43 0.05795 0.00202 0.36 1.25 7.53 6.69 9.04 30.4 -1.5 -2.8 -0.1 0.5 -0.3 -0.4 0.04945
2.63 107.58 4.50 0.02764 0.00377 0.79 5.12 8.54 6.39 8.79 41.2 -6.6 -8.9 -0.3 -0.2 -0.7 -0.5 0.05222
7.01 44.19 12.07 0.07827 0.00536 0.27 8.82 6.33 7.40 9.57 -28.7 -9.4 21.0 -0.0 -0.1 0.7 0.2 0.04615
5.98 98.95 2.93 0.10009 0.02343 0.14 5.86 6.60 6.41 8.82 21.9 45.8 -72.9 -0.0 2.1 -4.2 0.0 0.04680
4.24 20.85 11.60 0.05999 0.01108 0.94 8.78 9.81 7.06 9.34 -55.8 -21.0 -18.9 -0.2 -0.7 -1.2 -0.7 0.04009
6.51 143.69 0.90 0.02518 0.01338 0.95 8.56 3.70 6.35 8.83 29.0 -36.3 -14.6 0.3 -1.8 -0.8 -0.1 0.05493
9.40 139.94 1.17 0.08421 0.04889 0.09 0.52 1.98 6.73 8.92 -77.9 -184.2 15.4 0.0 -9.2 1.8 1.4 0.04008
4.64 169.65 5.93 0.15525 0.02144 0.75 7.86 0.36 6.40 8.77 21.6 -3.2 50.8 0.3 0.7 2.4 -0.4 0.04892
9.45 116.03 0.04 0.19196 0.03745 0.92 7.15 0.68 6.82 9.02 6.3 -178.5 14.4 0.2 -7.8 0.6 -0.3 0.05137
0.28 46.10 13.08 0.11408 0.02294 0.17 7.26 8.79 6.65 9.14 -54.6 -49.7 -29.7 -0.0 -1.7 -2.0 -0.4 0.04914
4.23 146.55 12.48 0.01219 0.00114 0.15 0.54 9.29 6.51 8.94 -55.0 -4.1 3.0 0.0 0.1 0.0 0.3 0.04079
6.84 73.95 0.17 0.10446 0.01021 0.38 6.15 7.21 6.46 8.84 -19.0 -11.6 -44.5 0.0 -0.3 -2.3 0.5 0.05218
9.54 155.80 14.38 0.12352 0.02256 0.86 6.16 5.05 6.78 8.99 49.2 -61.3 84.7 0.2 -2.3 4.1 -1.4 0.04506
4.75 148.04 9.46 0.03300 0.04095 0.58 2.01 4.97 6.70 8.91 -44.5 -250.1 48.4 0.1 -12.2 2.0 0.2 0.04095
9.49 145.22 0.19 0.01176 0.02445 0.90 2.02 4.04 6.65 8.96 21.7 6.0 76.5 -0.4 0.5 3.5 0.2 0.04087
7.17 9.16 13.11 0.10541 0.00464 0.31 5.67 5.33 7.40 9.78 -83.2 20.5 -2.4 0.0 1.1 -0.2 -1.0 0.05099
9.21 95.92 3.17 0.17996 0.01087 0.52 5.56 0.38 6.85 9.01 -18.6 -28.6 -18.9 -0.2 -1.4 -1.4 -0.1 0.04799
1.33 76.39 11.99 0.01243 0.02042 0.81 9.22 2.14 6.78 9.06 -15.3 -58.0 83.1 0.2 -2.8 4.6 -0.7 0.04226
0.03 91.11 3.10 0.06244 0.02839 0.48 7.73 6.16 6.48 8.76 -18.7 11.6 -78.6 -0.0 0.4 -3.9 -0.2 0.04240
2.17 41.90 14.10 0.19158 0.04745 0.44 6.60 8.96 6.89 9.36 -31.0 -43.9 188.6 0.1 -1.5 7.9 -0.9 0.04797
4.16 155.01 2.50 0.04389 0.03047 0.49 0.50 5.28 6.35 8.75 -29.6 -74.1 134.0 0.3 -3.7 6.3 -0.1 0.04642
5.01 84.61 0.16 0.10510 0.03423 0.12 2.00 2.46 6.67 8.83 -12.6 3.1 41.8 0.0 0.5 1.7 0.2 0.04098
3.52 172.20 14.35 0.06059 0.04984 0.12 8.17 9.73 6.59 9.00 -34.5 -35.1 21.1 0.1 -2.6 2.7 1.8 0.04018
1.41 88.63 14.58 0.11816 0.04147 0.42 9.69 7.20 6.97 9.27 22.5 -31.8 -70.3 -0.3 -0.8 -3.8 -1.1 0.04661
4.27 175.51 8.79 0.01868 0.03982 0.39 3.37 4.63 6.68 8.84 -18.1 -33.3 -17.0 0.1 -0.7 -1.5 0.4 0.05114
0.92 14.81 5.16 0.07041 0.04835 0.60 1.20 2.18 6.75 8.89 44.7 -270.4 -61.0 -0.1 -11.7 -2.4 0.1 0.04897
8.02 2.64 3.96 0.06197 0.03914 0.35 2.91 6.83 6.96 9.13 -6.2 123.4 33.1 -0.1 5.7 2.8 -0.1 0.05589
1.69 104.71 12.18 0.08316 0.03236 0.74 7.98 8.40 6.75 9.04 -52.3 -18.5 -97.5 -0.1 -1.2 -4.5 0.8 0.05323
4.73 60.85 0.98 0.10149 0.02711 0.89 3.50 9.60 6.38 8.79 -52.0 147.5 28.5 0.4 5.8 1.7 1.0 0.04782
0.11 140.50 8.95 0.04115 0.00214 0.35 8.17 0.87 6.52 8.89 -21.6 -3.5 -6.0 0.1 -0.2 -0.3 -0.3 0.05099
8.06 67.14 0.83 0.00367 0.02906 0.90 4.50 7.31 6.67 8.93 -3.0 -41.6 73.3 -0.1 -2.3 3.9 0.5 0.04087
2.66 89.93 2.20 0.08394 0.01795 0.83 4.14 1.56 6.41 8.77 16.4 31.0 -32.7 -0.5 1.5 -2.2 -0.2 0.04454
4.34 172.15 0.94 0.02840 0.04341 0.89 8.17 0.14 6.41 8.81 39.2 -66.0 98.3 -0.1 -2.6 4.6 -0.8 0.05461
6.06 127.93 0.99 0.14564 0.00562 0.42 2.92 7.91 6.56 8.84 -24.2 -13.9 17.0 -0.2 -0.6 0.9 0.8 0.04319
9.05 30.24 5.23 0.12751 0.00532 0.49 3.59 5.60 6.78 9.18 -52.7 1.7 11.8 -0.2 0.4 0.7 0.2 0.04800
5.20 51.53 4.55 0.02706 0.01664 0.98 5.70 6.35 6.33 8.87 -28.6 34.3 49.2 -0.4 2.1 1.8 0.1 0.05064
5.77 92.49 13.68 0.17839 0.00538 0.13 6.06 8.83 6.96 9.32 -62.2 -9.1 -0.2 0.0 -0.6 -0.2 -0.5 0.04063
7.74 50.44 8.55 0.00213 0.03332 0.36 7.64 7.17 6.89 9.25 -47.4 -28.1 90.4 0.1 -1.5 5.0 -0.2 0.04765
9.98 103.40 1.01 0.10033 0.03611 0.85 4.04 7.42 6.57 8.99 -34.0 -163.0 25.4 -0.2 -7.5 1.0 0.2 0.04894
1.14 24.55 7.38 0.15296 0.02585 0.72 9.71 9.78 6.80 8.93 10.5 94.7 77.2 -0.2 3.8 3.5 0.2 0.04301
9.83 41.50 11.46 0.05212 0.02900 0.26 7.13 5.49 7.32 9.69 -88.7 32.6 -61.2 0.0 2.2 -3.1 0.1 0.05545
3.57 44.89 9.10 0.08997 0.04701 0.05 5.42 8.96 6.91 9.13 -78.8 50.8 70.3 0.0 1.1 3.0 0.3 0.05201
4.08 149.15 9.46 0.14011 0.02680 0.29 3.68 2.52 6.72 8.90 -35.1 42.6 31.8 0.0 1.7 1.7 -0.0 0.05293
5.98 5.20 13.76 0.17214 0.02534 0.63 6.13 0.64 7.40 9.71 -72.5 -60.4 77.2 0.3 -3.2 3.8 -0.2 0.05474
1.12 49.25 13.11 0.03053 0.03415 0.61 1.85 4.08 7.11 9.33 -12.4 -44.3 -55.2 0.1 -1.4 -3.2 -0.4 0.05590
4.75 64.32 4.65 0.12554 0.03709 0.97 0.66 9.45 6.49 8.87 -70.1 -4.2 -115.5 -0.1 0.4 -5.8 1.5 0.05227
0.60 86.89 2.69 0.04742 0.02932 0.26 9.38 4.72 6.65 8.80 9.4 25.7 14.6 0.1 1.2 0.7 0.4 0.04646
2.72 41.58 4.51 0.02576 0.03334 0.20 5.58 5.56 6.59 8.87 -41.1 8.3 230.1 0.1 0.7 11.7 0.1 0.05362
4.34 9.60 12.17 0.04801 0.00004 0.23 5.58 9.36 6.85 9.32 -92.3 -2.6 -0.6 0.0 0.4 -0.1 0.2 0.04110
5.78 16.37 9.06 0.03051 0.02578 0.34 2.37 3.30 6.79 9.24 -42.3 -93.8 -84.0 0.1 -4.8 -4.4 -0.4 0.05124
1.09 175.59 12.68 0.03998 0.03938 0.45 3.76 5.56 6.99 9.18 -17.5 -51.9 9.3 -0.0 -1.1 0.7 -0.2 0.05044
2.58 32.93 5.85 0.15670 0.02934 0.58 7.58 2.98 6.47 8.85 -0.7 -20.3 48.6 0.0 -1.1 2.1 0.2 0.05257
2.16 62.30 3.05 0.14400 0.00804 0.73 5.43 3.82 6.49 8.80 39.1 -19.7 -33.4 -0.4 -0.7 -1.5 -0.2 0.04221
5.85 131.11 3.27 0.07814 0.04243 0.12 7.63 1.70 6.35 8.79 47.9 210.2 -151.0 -0.0 11.0 -7.9 -0.4 0.05571
4.18 28.32 11.18 0.17349 0.01064 0.50 9.54 1.47 6.94 9.22 -54.1 12.5 3.3 -0.3 0.4 0.1 -0.6 0.04097
0.35 156.21 14.76 0.02703 0.03153 0.90 4.71 1.53 7.18 9.32 -81.0 -80.1 100.4 -0.4 -3.0 4.6 1.1 0.05574
7.84 39.44 5.11 0.04968 0.03878 0.71 5.67 7.12 6.59 9.06 -41.3 -65.3 -81.5 0.0 -3.1 -4.7 -0.0 0.04290
0.04 148.16 1.37 0.05937 0.00758 0.66 9.79 0.56 6.67 8.80 24.2 -2.9 1.9 -0.1 -0.1 0.3 -0.6 0.04712
2.08 58.28 7.10 0.11328 0.03341 0.78 4.60 7.17 6.48 8.88 -55.5 -91.2 94.1 -0.1 -5.1 4.5 0.0 0.04401
7.98 137.15 4.62 0.03863 0.04520 0.47 3.94 7.61 6.37 8.78 -9.9 -63.3 -114.0 0.1 -3.3 -5.3 1.5 0.04054
2.33 20.33 9.34 0.07813 0.03780 0.78 6.79 4.96 6.49 9.00 -45.7 -71.4 -91.0 0.1 -3.9 -3.8 -0.5 0.04995
3.98 48.49 4.35 0.08632 0.00971 0.52 3.31 9.41 6.48 8.87 -22.9 16.3 -8.8 0.2 0.9 -0.4 0.3 0.05171
2.83 153.84 0.82 0.08294 0.02712 0.76 7.66 7.79 6.33 8.74 37.3 -2.0 22.4 -0.1 -0.1 1.1 0.2 0.04486
8.25 169.14 13.79 0.14434 0.01443 0.03 4.41 3.71 6.30 8.82 -47.3 14.7 -17.0 0.0 0.6 -0.8 0.5 0.05138
2.71 28.07 5.63 0.02337 0.02040 0.40 5.26 5.32 6.86 8.97 -36.6 -46.4 -91.0 0.0 -2.2 -4.8 -0.3 0.04218
2.12 153.65 0.02 0.05845 0.01909 0.40 7.54 1.14 6.40 8.74 -54.8 -25.7 117.6 0.1 -1.2 5.8 0.6 0.04820
4.41 159.30 9.46 0.19791 0.04315 0.74 5.83 2.16 6.62 8.86 48.5 118.5 153.0 -0.6 6.2 6.7 0.4 0.04626
3.03 164.56 1.50 0.10654 0.01071 0.46 7.65 9.49 6.53 8.82 9.3 15.7 -34.4 -0.1 0.6 -1.8 -0.6 0.04885
2.97 5.40 7.13 0.15020 0.00452 0.49 7.37 6.06 6.60 8.94 -58.5 13.3 1.2 -0.0 0.7 0.4 0.6 0.04885
6.69 178.72 13.34 0.09440 0.02138 0.77 4.99 5.48 6.48 8.85 -13.6 38.9 -4.4 0.1 1.9 0.1 0.6 0.04437
7.48 93.56 12.75 0.08868 0.02958 0.05 7.73 5.01 6.80 9.20 -54.3 -19.7 20.9 -0.0 -0.3 0.8 0.3 0.05309
4.93 113.26 11.73 0.15741 0.03545 0.07 3.63 8.29 6.82 9.10 -9.2 59.6 -49.1 -0.0 2.4 -2.6 -0.1 0.04171
0.27 77.51 4.48 0.10171 0.03410 0.36 6.31 1.64 6.42 8.80 3.1 -7.5 -32.7 0.1 -0.3 -1.0 -0.5 0.05182
6.79 145.25 6.70 0.16065 0.04848 0.22 3.46 0.33 6.41 8.79 44.3 302.3 4.2 0.1 15.3 1.2 -0.5 0.04234
0.74 178.86 2.99 0.18192 0.01009 0.20 5.14 9.88 6.33 8.75 -47.0 -6.1 10.8 -0.0 -0.7 0.6 0.2 0.04699
7.54 42.57 3.61 0.13459 0.02812 0.42 6.88 3.47 6.47 8.92 -48.9 26.3 91.7 -0.0 1.5 5.6 0.6 0.04185
1.68 66.74 14.48 0.19745 0.04713 0.83 6.87 6.68 6.95 9.29 -15.4 -166.9 -114.5 0.3 -7.7 -5.8 -1.1 0.04041
7.03 40.58 5.18 0.08037 0.03796 0.58 1.66 8.94 6.78 9.10 32.9 -63.1 45.7 -0.1 -2.6 2.2 -1.1 0.04013
6.20 81.08 4.55 0.10050 0.00382 0.60 1.27 4.29 6.45 8.88 -40.7 6.8 1.8 -0.1 0.3 -0.0 0.2 0.04710
3.38 178.11 0.29 0.00084 0.00663 0.61 1.88 9.11 6.39 8.77 30.7 -18.4 -15.5 -0.2 -0.9 -0.8 -0.1 0.05222
5.43 67.24 5.07 0.06211 0.01132 0.24 4.68 1.68 6.37 8.88 19.5 23.2 -8.8 0.0 1.4 -0.5 -0.0 0.04499
8.00 12.15 8.57 0.15344 0.03318 0.91 2.63 8.48 7.06 9.44 -25.3 -100.1 33.1 0.8 -4.0 2.0 -0.2 0.04171
9.00 108.77 7.91 0.00609 0.02182 0.91 2.25 1.59 6.47 8.96 -54.8 -37.1 66.3 0.3 -1.6 3.3 0.5 0.04353
4.06 127.05 12.79 0.16547 0.04464 0.33 7.80 2.61 6.67 9.02 29.8 181.5 113.1 -0.1 9.1 3.9 -0.0 0.04468
7.65 57.90 11.16 0.00625 0.02758 0.84 3.87 6.25 7.43 9.55 -32.2 -26.3 -54.8 0.5 -0.8 -2.8 0.1 0.04482
1.73 14.80 7.05 0.06041 0.00641 0.66 6.08 4.14 6.70 8.95 -32.7 28.0 -11.4 -0.2 1.7 -0.7 -0.1 0.04119
8.25 102.83 8.02 0.14459 0.00314 0.87 5.68 5.08 6.68 8.99 -52.8 -0.7 23.9 -0.4 -0.2 0.6 -0.3 0.04597
10.00 8.15 0.57 0.15550 0.03040 0.79 8.57 6.98 6.59 8.92 4.4 47.9 37.6 -0.0 3.0 1.9 0.3 0.05122
8.78 25.03 7.20 0.08637 0.01883 0.83 4.81 3.84 6.86 9.29 -1.3 -59.7 16.3 -0.2 -2.4 0.7 -0.2 0.04712
3.48 88.09 3.06 0.17130 0.01335 0.93 3.72 2.80 6.63 8.83 27.0 0.8 1.0 -0.2 -0.1 -0.0 0.3 0.04086
4.31 54.64 12.08 0.07266 0.03056 0.22 2.53 6.12 6.77 9.26 -52.5 -0.9 -123.4 -0.1 0.9 -6.4 0.4 0.04685
3.66 140.23 11.10 0.06824 0.02337 0.45 7.82 8.76 6.46 8.91 -6.6 -22.4 10.9 0.0 -0.1 -0.1 0.7 0.05090
9.33 81.41 6.25 0.01516 0.03396 0.35 7.17 0.21 6.68 9.05 -71.0 -85.4 74.4 -0.4 -4.0 2.9 0.4 0.04009
4.67 112.09 12.66 0.05318 0.03133 0.93 0.55 4.51 6.71 9.11 19.6 4.8 31.4 -0.0 0.1 1.2 -0.6 0.04316
3.91 17.02 5.52 0.13545 0.03216 0.84 4.43 2.26 6.57 8.92 6.4 80.5 -71.6 0.4 4.0 -2.9 -0.1 0.05182
0.98 54.30 13.97 0.03756 0.03938 0.98 5.01 3.17 6.82 9.24 -81.5 79.3 260.7 -0.1 5.1 13.0 0.5 0.04059
8.33 49.46 7.38 0.19875 0.03586 0.21 9.92 8.21 6.89 9.25 -15.7 9.8 90.1 0.1 0.8 3.0 -2.2 0.04003
5.72 54.26 8.50 0.04342 0.01796 0.11 6.63 6.96 6.60 9.07 -46.1 44.1 -56.4 0.1 2.3 -2.8 -0.0 0.05088
1.39 113.74 4.11 0.05226 0.01918 0.43 2.98 6.15 6.45 8.76 9.8 4.4 -9.5 -0.2 -0.3 -0.3 0.3 0.04976
6.15 173.04 5.42 0.12931 0.03481 0.36 9.32 6.97 6.46 8.77 -53.3 40.8 147.5 0.1 1.9 7.6 0.5 0.05595
0.68 102.19 6.94 0.10009 0.03713 0.34 9.30 8.64 6.44 8.78 -26.8 84.9 -187.7 -0.2 4.2 -8.8 1.5 0.05037
6.48 129.55 14.10 0.10326 0.00783 0.52 6.66 1.45 6.81 9.06 19.8 7.1 0.3 0.1 0.4 0.1 0.5 0.04420
0.94 152.60 6.55 0.07611 0.02053 0.89 0.10 0.04 6.60 8.87 -40.4 -0.5 40.2 -0.2 -0.1 1.8 0.3 0.04711
2.68 80.28 9.92 0.04512 0.00005 0.58 9.57 9.26 6.54 8.94 39.4 6.0 -6.1 -0.1 0.1 -0.3 -0.1 0.05413
3.30 174.18 2.19 0.04291 0.02104 0.84 7.26 8.15 6.49 8.78 40.2 -9.6 78.1 0.3 -0.3 3.8 -0.3 0.04062
5.33 88.64 14.32 0.15299 0.04027 0.82 4.74 1.69 6.94 9.30 -8.3 -52.4 -57.7 0.2 -2.2 -3.7 0.8 0.04461
1.20 96.80 11.51 0.08583 0.04291 0.49 5.67 2.62 6.65 9.02 -66.4 98.0 121.8 0.4 4.2 5.6 0.3 0.05211
4.59 120.10 4.55 0.02488 0.00105 0.09 5.56 1.92 6.38 8.77 44.6 -1.5 -2.3 -0.1 -0.0 -0.1 0.2 0.04302
0.98 54.86 14.39 0.02230 0.04090 0.17 2.79 0.83 6.87 9.28 -23.1 66.8 -208.7 0.1 4.0 -9.5 -0.3 0.04188
5.65 123.89 1.24 0.19415 0.00216 0.65 5.06 0.48 6.40 8.79 16.4 -7.2 5.5 -0.1 -0.3 0.0 0.2 0.04618
0.62 51.71 14.47 0.00131 0.02136 0.52 8.59 5.92 6.87 9.25 -33.2 57.1 -27.9 -0.4 2.9 -1.1 -0.2 0.05180
3.21 72.01 7.89 0.04031 0.04676 0.61 8.71 0.01 6.64 8.95 79.7 2.6 -4.4 0.1 0.1 0.9 -1.4 0.04937
0.17 137.75 0.97 0.13846 0.01660 0.25 8.74 9.39 6.55 8.78 -7.2 -45.5 32.9 0.0 -1.9 1.3 0.1 0.04651
4.97 179.04 8.89 0.14335 0.02500 0.69 0.56 1.05 6.38 8.76 -57.3 -18.9 -16.8 0.1 -0.5 -0.6 0.9 0.04049
4.30 5.89 11.30 0.17456 0.02180 0.97 6.63 6.53 7.05 9.32 -57.8 57.8 -28.9 -0.9 2.9 -1.4 0.4 0.04546
8.09 128.57 12.15 0.13040 0.04617 0.65 5.84 3.73 6.70 9.02 62.5 29.2 61.6 -0.1 1.3 2.7 -1.3 0.04817
7.28 147.13 3.65 0.13856 0.02772 0.49 4.58 1.79 6.51 8.80 6.5 -11.0 116.8 0.0 0.3 5.8 0.5 0.05569
7.69 106.84 3.45 0.16780 0.04689 0.91 7.96 5.27 6.56 8.86 -0.7 191.9 -162.2 0.3 10.0 -7.5 -0.0 0.04829
9.30 122.63 8.44 0.00435 0.00155 0.14 8.93 0.40 6.76 8.97 30.1 -7.7 14.2 0.0 -0.3 0.3 0.2 0.05433
9.16 79.88 3.24 0.10887 0.04833 0.02 4.52 7.53 6.53 8.99 15.9 1.7 -76.5 -0.0 0.5 -4.7 -0.2 0.05303
3.39 5.06 3.10 0.01325 0.02779 0.94 7.26 7.60 6.35 8.81 67.8 1.2 21.2 -0.1 -0.1 1.4 -0.6 0.04947
8.98 108.33 1.72 0.04111 0.01795 0.67 2.48 4.37 6.41 8.87 -15.0 47.1 18.8 0.4 2.4 0.6 1.1 0.05413
4.64 164.13 5.02 0.00673 0.00905 0.23 4.48 2.94 6.44 8.75 -35.4 1.2 -8.3 -0.0 -0.1 -0.5 0.3 0.04098
3.36 20.79 1.66 0.17195 0.02657 0.63 0.28 2.84 6.35 8.75 25.9 23.3 55.1 -0.2 2.0 3.2 0.7 0.05488
5.12 87.27 0.28 0.17800 0.00068 0.36 9.58 4.09 6.54 8.84 -0.7 4.6 10.2 -0.0 -0.2 0.3 0.1 0.04466
4.92 112.96 7.24 0.17017 0.00245 0.17 0.74 6.14 6.46 8.86 -36.0 2.0 -11.4 -0.1 0.3 -0.6 0.4 0.04143
5.81 88.82 9.08 0.16446 0.01350 0.38 0.88 4.74 6.55 8.97 -59.9 48.2 4.3 -0.1 2.4 0.2 2.1 0.04977
9.61 43.80 1.54 0.14064 0.00494 0.59 1.08 2.00 6.48 8.98 -61.8 11.6 14.7 -0.2 1.1 0.2 0.1 0.05071
5.44 50.46 10.77 0.16170 0.03250 0.79 8.71 3.73 6.87 9.20 -47.5 9.3 -11.3 -0.8 1.1 -0.0 0.9 0.04183
7.28 53.69 14.14 0.05954 0.01509 0.31 8.60 0.52 7.33 9.62 -38.0 -75.5 20.2 -0.2 -3.2 0.6 -0.4 0.04793
1.15 15.01 7.74 0.05421 0.02475 0.61 3.73 0.54 6.49 8.91 -52.3 5.6 74.5 -0.2 1.0 3.7 -0.2 0.04705
7.46 165.36 10.95 0.07314 0.03246 0.19 5.31 3.75 6.47 8.81 50.3 -11.3 -9.8 0.1 0.4 -0.5 0.2 0.05578
6.29 173.09 4.51 0.08930 0.00978 0.74 8.48 3.76 6.67 8.82 -2.5 -7.5 -14.7 -0.3 -0.4 -0.6 0.4 0.04192
0.99 17.86 14.49 0.18889 0.02156 0.51 0.53 6.92 7.18 9.43 -47.4 -42.0 47.8 -0.0 -1.5 2.1 -0.1 0.04860
7.42 152.44 0.73 0.14026 0.04802 0.53 0.56 8.57 6.67 8.93 15.8 -107.6 -34.9 -0.2 -5.1 -1.4 -1.1 0.05047
0.03 106.15 9.57 0.19060 0.03291 0.68 1.59 7.67 6.53 8.97 3.0 72.4 49.2 0.1 3.7 2.5 0.1 0.04428
8.17 177.02 10.68 0.03186 0.03558 0.94 4.10 6.24 6.51 8.81 13.7 137.7 158.7 0.2 6.8 7.7 -0.1 0.05392
8.16 179.18 11.94 0.19733 0.03792 0.82 1.63 8.03 6.45 8.82 4.4 -39.7 -63.2 -0.5 -2.1 -2.7 -0.4 0.04790
4.91 134.38 8.96 0.02269 0.01795 0.44 3.13 4.35 6.36 8.84 45.8 -60.6 -3.8 0.2 -2.7 -0.2 -0.3 0.05363
7.66 134.17 2.29 0.13159 0.01699 0.15 7.11 7.19 6.41 8.84 -0.4 86.2 21.1 -0.0 4.1 0.9 0.5 0.04981
7.13 146.54 9.98 0.12213 0.03983 0.26 2.77 5.83 6.61 8.91 42.8 -27.6 -110.2 0.2 -1.3 -4.8 -0.1 0.05300
6.17 46.52 13.64 0.08504 0.02813 0.04 9.63 7.56 7.47 9.61 -47.9 -44.6 -30.3 -0.0 -2.2 -2.4 -0.1 0.04525
8.35 170.69 9.35 0.18406 0.04382 0.56 1.37 4.77 6.43 8.79 1.0 109.6 -82.2 -0.3 4.6 -4.1 -0.3 0.04756
4.47 107.46 7.16 0.13792 0.04417 0.28 1.92 9.02 6.43 8.91 -3.6 -206.4 23.2 -0.0 -9.1 1.7 -0.4 0.04225
0.93 66.50 6.28 0.04157 0.01195 0.84 0.48 5.37 6.43 8.87 9.7 6.5 -4.0 0.3 0.5 -0.2 -0.3 0.04650
8.09 40.63 1.64 0.04135 0.02732 0.94 6.59 5.86 6.52 8.93 -34.1 -101.8 -74.3 -0.6 -6.1 -2.9 -1.0 0.05457
3.77 29.82 11.80 0.10960 0.01584 0.37 1.49 6.09 6.90 9.30 -10.0 -38.7 -44.2 -0.1 -1.5 -2.1 -0.3 0.04674
4.17 135.96 12.81 0.15743 0.02911 0.04 1.14 3.10 6.63 9.03 -38.0 -48.6 97.6 -0.0 -2.0 5.1 0.1 0.04832
9.12 110.86 11.99 0.13346 0.03308 0.47 7.23 4.20 6.62 9.10 -32.0 -67.6 -59.1 0.1 -2.7 -3.5 -0.4 0.05467
3.57 12.58 7.02 0.01966 0.00983 0.62 1.18 7.45 6.58 8.99 -9.7 -11.5 35.5 -0.0 -0.4 1.6 0.4 0.04838
1.16 1.56 6.49 0.07289 0.03728 0.70 7.68 0.68 6.36 8.80 -59.9 67.5 -7.6 -0.4 3.1 -0.8 0.5 0.05212
6.37 4.46 1.36 0.14042 0.02016 0.84 5.15 9.49 6.80 8.96 38.5 21.0 -61.4 0.3 0.4 -3.4 -1.4 0.05014
4.83 26.58 3.22 0.01712 0.03435 0.45 7.95 1.34 6.51 8.83 33.5 -46.0 116.1 0.1 -2.2 5.8 0.2 0.04736
4.77 46.44 5.66 0.08033 0.02731 0.73 6.05 6.71 6.49 8.95 -47.8 -165.4 -119.0 0.3 -8.2 -7.4 -0.8 0.05504
8.03 101.52 14.96 0.09228 0.01875 0.88 5.11 7.43 6.96 9.35 -76.9 47.6 22.4 -0.1 2.7 1.1 0.7 0.04162
8.64 144.40 12.13 0.02125 0.02689 0.80 0.78 5.53 6.43 8.88 -15.6 -47.7 65.5 0.2 -2.1 3.0 0.4 0.04454
3.63 75.53 0.57 0.03330 0.04328 0.23 9.05 4.21 6.39 8.75 45.5 2.4 95.0 -0.0 -0.0 3.3 -0.2 0.04713
9.09 50.23 7.35 0.19149 0.00667 0.46 8.34 8.33 6.89 9.28 -42.2 -26.7 5.4 0.2 -0.8 -0.1 0.1 0.04237
7.47 5.89 11.83 0.15546 0.03317 0.78 5.63 0.06 7.21 9.61 -39.3 -92.2 -4.1 -0.0 -3.5 0.1 0.2 0.05418
1.14 57.15 10.40 0.08005 0.02364 0.31 7.02 9.75 6.62 9.00 -32.4 -51.4 -2.3 -0.1 -2.4 0.0 0.4 0.05059
0.48 6.32 8.46 0.12686 0.03572 0.37 8.81 1.66 6.46 8.90 -11.9 -11.2 6.1 -0.2 -1.0 0.4 -0.6 0.04226
7.67 51.63 8.70 0.15567 0.01879 0.90 7.74 4.07 6.82 9.23 -51.6 32.7 -92.6 -0.2 2.2 -4.3 -0.6 0.04579
4.98 111.87 14.88 0.00204 0.04827 0.24 5.33 9.64 7.00 9.21 -53.8 7.6 -2.8 0.1 1.1 1.2 1.0 0.04161
