rail_zenith[°],  wind_angle[°],  wind_speed[m/s], acc_noise[m/s²], gyro_noise[m/s²], baro_noise[m/s²], wind_gust_x[m/s], wind_gust_y[m/s], end_burn[s], used_propellant[kg], apogee_error[m], Kalman error_x[m], Kalman error_y[m], Kalman error_z[m]
8.15 35.31 13.91 0.19280 0.02796 0.43 4.91 0.85 7.95 10.00 -82.2 -34.0 53.1 0.0 -1.2 3.1 0.5 0.03524
0.41 58.15 8.84 0.13252 0.01957 0.75 4.40 2.01 6.70 9.02 -18.1 118.8 41.0 -0.4 6.0 1.7 0.9 0.04988
5.82 51.69 11.44 0.18473 0.01851 0.15 8.93 1.69 7.07 9.38 -22.6 -74.6 -85.6 0.1 -3.9 -4.3 -0.2 0.03076
1.37 21.02 11.84 0.20670 0.01218 0.05 1.23 4.32 6.97 9.30 -20.9 60.6 17.9 -0.0 4.4 -0.5 -0.3 0.04603
7.43 147.91 6.52 0.08523 0.04852 0.87 9.40 7.72 6.61 8.91 0.4 -145.6 430.6 -0.3 -10.0 22.3 -0.2 0.04466
8.54 155.16 3.69 0.20476 0.02402 0.21 3.51 6.39 6.72 8.95 3.5 12.8 14.0 0.1 -0.7 1.5 -0.7 0.04084
3.68 147.64 1.46 0.27683 0.02896 0.89 4.70 5.30 10.72 5.53 -1923.5 379.7 -50.8 0.1 26.0 -2.9 -1.0 0.02011
3.32 100.56 5.23 0.14445 0.04174 0.94 7.95 9.74 6.62 8.95 -2.2 70.9 7.5 -0.2 5.0 2.2 -0.1 0.05833
0.41 91.52 2.19 0.22499 0.03198 0.57 3.03 8.69 6.54 8.85 -3.5 -76.0 29.1 0.1 -5.0 1.4 0.3 0.04833
2.92 74.91 1.91 0.06371 0.02260 0.94 0.64 0.38 6.54 8.86 1.2 13.1 -65.1 0.1 0.3 -3.4 0.1 0.05005
1.34 4.13 5.26 0.08518 0.00267 0.99 4.69 3.43 6.71 8.97 15.6 -7.4 14.6 -0.7 -0.5 0.5 -0.6 0.04055
3.76 19.33 8.28 0.27500 0.04921 0.83 3.30 1.43 6.98 9.24 7.5 -208.7 -67.2 -0.6 -10.9 -1.5 -2.2 0.04826
2.91 101.64 0.61 0.08179 0.03373 0.89 5.02 1.15 6.61 8.88 18.8 60.1 -87.7 -0.1 3.3 -4.5 -0.0 0.04885
2.15 159.94 0.24 0.29695 0.00969 0.74 2.67 5.50 10.69 5.56 -1905.8 -351.2 -58.0 -0.3 -27.6 -4.5 0.0 0.04308
7.71 93.35 3.21 0.15353 0.01497 0.79 8.47 0.43 6.73 9.00 1.5 -69.9 -34.5 0.1 -4.1 -1.8 -0.1 0.02518
4.75 71.25 14.01 0.16186 0.04317 0.19 9.19 0.14 7.18 9.44 -15.8 89.0 33.3 -0.1 4.4 -0.0 -0.6 0.05702
9.80 160.64 1.13 0.07251 0.04277 0.38 6.50 4.33 6.79 9.05 -21.0 97.1 133.4 0.1 4.5 7.4 0.3 0.02279
4.70 149.13 5.22 0.27614 0.02530 0.80 3.45 3.05 10.69 6.07 -1682.2 914.6 1282.8 0.4 58.1 80.3 0.7 0.05570
5.19 146.48 14.84 0.22666 0.00885 0.55 4.64 8.47 6.97 9.25 4.4 70.6 21.7 -0.0 3.5 0.9 -0.7 0.04086
2.28 140.35 11.71 0.00716 0.00301 0.67 5.51 4.53 6.83 9.09 -13.9 -6.8 23.0 0.5 -0.2 1.3 0.2 0.04495
1.91 145.26 6.11 0.05854 0.03196 0.23 6.43 9.36 6.68 8.94 13.6 48.1 -28.7 0.0 1.3 -1.0 -1.1 0.04416
3.15 106.03 13.56 0.19379 0.02763 0.89 2.91 4.89 7.01 9.33 -18.2 -73.9 -26.2 -0.7 -2.7 -2.7 -0.7 0.03553
6.93 15.14 9.66 0.24109 0.01608 0.97 9.01 4.05 7.08 9.39 -43.8 34.1 -43.1 -0.2 2.0 -3.3 0.7 0.05212
3.23 134.94 4.03 0.13265 0.04573 0.27 1.29 8.81 6.62 8.89 6.0 63.9 -71.8 0.0 2.5 -4.1 -0.9 0.02940
7.64 178.05 1.61 0.12176 0.01020 0.13 6.13 5.79 6.65 8.93 -14.7 -33.1 19.6 0.0 -1.1 1.0 1.0 0.03291
9.63 25.93 7.85 0.17078 0.03107 0.01 5.87 6.41 7.24 9.56 -51.8 21.3 -6.8 -0.0 1.0 0.1 -0.0 0.02560
5.96 93.46 4.39 0.24094 0.01627 0.99 1.49 7.46 6.73 9.01 2.7 -31.1 8.0 -0.0 -1.4 0.2 -0.8 0.02887
1.60 96.27 0.04 0.19401 0.01461 0.84 5.44 2.17 6.60 8.85 5.4 -82.1 10.0 -0.2 -4.1 1.1 -0.2 0.02167
8.62 80.54 7.28 0.18694 0.00379 0.32 7.13 1.49 6.79 9.15 -25.3 30.1 -18.0 0.1 0.8 -0.6 0.7 0.04881
7.73 51.23 1.59 0.05467 0.03398 0.65 4.32 0.09 6.70 9.00 -7.3 78.1 -108.7 -0.0 4.3 -5.5 -0.2 0.04617
7.52 161.86 5.65 0.24016 0.03900 0.78 4.20 5.51 6.68 8.91 21.2 -127.8 -159.8 0.2 -5.6 -8.9 -0.3 0.02046
7.03 40.57 2.51 0.27545 0.00577 0.56 7.86 8.16 6.76 9.03 -10.9 36.9 27.1 0.5 2.5 0.5 0.0 0.05030
4.51 46.39 2.65 0.21920 0.01256 0.79 4.07 6.53 6.74 9.00 19.9 -59.9 52.7 0.0 -2.2 2.4 -1.5 0.04505
6.94 83.40 12.82 0.01949 0.02519 0.82 3.95 9.59 7.16 9.49 -46.8 -175.8 -3.7 -0.3 -7.6 -1.8 -0.1 0.03469
1.81 47.43 8.14 0.28618 0.01846 0.51 7.96 1.70 6.69 8.99 -25.5 189.8 11.5 -0.1 10.1 1.5 1.5 0.05706
4.04 62.30 1.11 0.28932 0.04011 0.40 8.66 4.21 6.60 8.85 -7.9 139.0 -80.3 0.1 6.7 -3.8 0.4 0.02773
6.40 23.92 11.93 0.21694 0.02304 0.46 0.21 9.59 10.69 8.49 -892.0 258.0 -55.7 0.1 13.3 -2.2 1.2 0.04615
8.50 101.15 0.49 0.23018 0.04557 0.21 6.84 2.24 6.75 9.03 3.5 -136.5 132.5 0.1 -6.8 7.2 -0.9 0.02558
0.96 65.68 2.21 0.01596 0.02840 0.84 4.80 9.98 6.62 8.92 32.1 -186.4 -135.0 0.1 -9.9 -7.4 -1.9 0.04927
4.26 91.36 0.79 0.13850 0.01518 0.04 7.62 7.94 6.60 8.91 12.0 101.5 -55.0 0.0 5.4 -2.9 0.0 0.03874
4.77 90.70 5.06 0.16145 0.00517 0.96 2.75 2.38 6.65 8.96 2.2 33.0 29.7 0.4 1.9 1.4 -0.7 0.05210
9.45 85.93 5.41 0.05706 0.03851 0.12 5.17 8.78 6.95 9.21 -34.9 226.1 -199.3 -0.0 11.9 -9.9 0.4 0.02918
8.20 152.87 5.88 0.23003 0.02571 0.23 9.70 6.26 10.69 5.36 -2005.0 498.5 -292.6 0.0 39.7 -16.4 0.6 0.05961
3.06 144.73 4.61 0.26897 0.01137 0.31 0.88 3.38 6.64 8.88 9.7 34.6 34.2 0.2 1.5 1.5 -0.1 0.02186
9.08 147.17 9.04 0.02001 0.01365 0.49 0.59 1.15 6.63 8.94 8.5 47.2 -8.5 -0.0 2.5 -0.6 -0.5 0.02971
7.98 32.18 6.03 0.13901 0.01709 0.02 0.89 3.06 7.02 9.30 -31.9 -43.4 135.9 0.0 -2.0 8.5 -0.2 0.04298
0.63 158.26 2.25 0.12558 0.01200 0.58 8.63 6.62 6.59 8.85 16.8 115.0 -102.2 -0.1 5.8 -5.1 -0.9 0.04284
6.25 20.64 13.02 0.10669 0.03362 0.48 6.59 4.88 7.44 9.71 -68.0 147.7 38.7 0.1 5.9 2.9 0.6 0.04173
1.35 7.30 1.54 0.17477 0.00076 0.78 2.15 3.17 6.60 8.86 4.7 8.5 -3.8 -0.0 0.1 0.0 0.1 0.03748
6.24 93.64 12.02 0.14578 0.04603 0.30 9.40 4.87 6.94 9.22 -25.2 138.7 134.0 0.0 7.0 4.9 -0.0 0.03463
7.55 18.52 1.30 0.23274 0.03219 1.00 5.00 0.26 6.76 9.02 8.4 -221.9 -13.3 -0.3 -11.9 -1.4 0.0 0.04185
3.86 125.55 1.47 0.02664 0.03818 0.33 3.21 0.27 6.57 8.88 12.2 -91.2 -1.6 0.1 -4.9 -0.1 -0.8 0.03360
2.70 172.72 14.05 0.12594 0.03406 0.82 8.44 5.24 6.88 9.18 8.2 121.0 -206.5 -0.0 8.7 -11.0 -1.1 0.04070
0.47 175.68 14.10 0.04645 0.02355 0.65 2.31 0.97 7.01 9.37 -16.2 -24.4 104.0 0.2 0.0 6.1 0.2 0.05075
2.14 149.60 7.87 0.03514 0.02980 0.01 5.69 8.17 6.64 8.98 38.9 -48.2 171.5 -0.0 -2.9 10.2 -1.5 0.05102
4.34 158.62 5.50 0.13040 0.00790 0.32 5.13 5.02 6.57 8.89 21.7 34.1 42.6 0.1 2.1 1.7 -0.4 0.05298
0.12 125.06 0.80 0.21022 0.01344 0.89 8.79 5.91 6.57 8.85 6.5 43.9 -42.8 1.1 2.7 -2.2 -0.3 0.03924
6.14 40.78 1.68 0.18763 0.01457 0.78 5.10 7.09 6.76 9.03 33.4 -42.9 -137.4 -0.3 -1.4 -7.5 -2.0 0.05711
1.08 35.17 13.17 0.13475 0.00887 0.72 7.56 0.69 7.02 9.32 -15.8 -66.5 43.1 0.1 -3.2 1.7 -0.9 0.03193
0.92 128.68 0.56 0.28846 0.01417 0.32 6.56 1.94 8.06 8.93 7.9 -44.7 -61.2 0.2 -1.3 -2.8 0.5 0.02129
7.94 179.86 10.87 0.22597 0.01253 0.21 2.61 9.16 6.64 8.90 -5.8 1.9 77.0 -0.0 0.0 4.7 -0.1 0.02298
1.34 11.29 3.03 0.27055 0.00460 0.78 3.05 7.84 6.60 8.83 -36.4 9.7 -13.9 0.3 1.0 -0.4 1.8 0.02988
7.49 171.25 9.30 0.05559 0.01496 0.13 6.80 0.11 6.56 8.89 16.5 3.5 -40.7 -0.1 0.3 -2.3 -0.0 0.05743
5.26 25.14 5.55 0.21360 0.00983 0.09 9.65 5.79 6.73 9.05 7.6 57.8 -5.0 0.0 2.0 0.9 -0.7 0.03878
8.90 100.42 8.02 0.20877 0.01970 0.83 0.54 3.76 6.91 9.17 -12.8 24.6 -93.5 0.2 1.2 -4.5 -0.9 0.02213
8.83 9.91 1.81 0.07997 0.04876 0.31 5.67 8.88 6.86 9.14 6.4 187.7 -216.6 -0.2 9.2 -9.2 -1.2 0.05789
9.90 140.55 14.14 0.26653 0.02037 0.50 1.90 4.16 6.86 9.12 -9.5 48.9 -74.9 0.3 2.8 -3.2 -0.4 0.02483
1.34 13.02 2.23 0.14834 0.03746 0.73 5.59 4.53 6.59 8.84 -7.0 -130.7 213.3 0.1 -7.0 10.2 0.2 0.04259
7.01 38.02 4.44 0.03205 0.03228 0.17 4.98 6.29 6.70 9.06 -43.1 54.9 -217.9 -0.1 3.9 -11.6 1.7 0.05960
4.40 43.34 10.07 0.14437 0.02970 0.30 0.88 0.65 7.06 9.32 -36.1 108.7 -179.8 0.1 5.8 -9.8 -0.0 0.02445
0.64 75.16 3.45 0.04329 0.00872 0.75 6.41 1.91 6.56 8.86 17.1 29.7 -9.7 -0.4 1.3 -0.2 -0.8 0.04176
9.56 102.78 11.72 0.06068 0.02390 0.71 6.73 3.65 6.97 9.26 -52.4 9.9 -135.0 0.1 0.7 -5.9 1.3 0.05036
3.03 43.34 12.62 0.27277 0.02155 0.18 6.80 5.32 10.68 5.40 -2123.2 192.7 -159.4 -0.2 16.3 -7.2 0.0 0.05353
6.96 111.85 6.72 0.03253 0.01449 0.72 7.47 2.64 6.73 8.98 -1.8 -42.1 -0.3 -0.2 -2.1 -0.3 -0.6 0.03331
2.37 86.68 8.77 0.23834 0.04900 0.13 5.82 9.46 6.79 9.09 -10.4 53.5 -81.1 -0.1 2.3 -3.8 -0.5 0.02538
3.54 81.54 3.13 0.24222 0.02583 0.20 2.82 6.10 6.64 8.90 -5.6 -56.6 -79.0 -0.0 -2.0 -4.4 0.0 0.02750
9.17 92.57 12.36 0.05343 0.04792 0.73 7.93 5.14 7.17 9.45 -16.0 -218.3 101.1 0.0 -10.6 2.6 -0.6 0.03051
5.99 23.95 10.13 0.17160 0.01413 0.73 3.14 6.29 7.19 9.50 -52.1 39.9 -30.2 0.5 1.7 -2.0 0.2 0.04883
8.84 36.97 0.54 0.13378 0.02627 0.03 4.31 1.12 6.74 9.02 -0.7 -65.2 39.5 -0.0 -2.8 2.8 -0.2 0.04152
9.95 4.86 0.33 0.00492 0.01522 0.36 9.69 7.98 6.68 9.02 -21.9 49.6 -86.2 -0.3 2.4 -4.0 0.7 0.04765
4.03 21.97 3.73 0.17279 0.01071 0.10 0.54 3.55 6.70 8.97 -9.0 36.9 11.1 0.0 2.1 1.0 0.4 0.02385
3.48 12.05 7.86 0.03240 0.04547 0.13 4.21 2.03 6.89 9.18 2.0 -153.5 360.7 0.0 -8.0 20.4 -1.1 0.04405
2.24 42.52 13.17 0.28072 0.03770 0.54 3.85 0.48 10.67 7.65 -1160.1 166.9 -23.4 -0.2 9.5 -1.2 0.7 0.03214
4.58 111.95 3.52 0.12404 0.03262 0.09 5.50 2.55 6.61 8.88 1.7 -50.5 15.5 0.0 -2.9 0.6 0.2 0.04484
0.85 26.71 12.31 0.09143 0.04928 0.64 7.89 4.23 6.93 9.27 10.7 23.1 259.8 -0.1 3.2 11.5 -1.5 0.04356
0.61 179.38 3.33 0.19663 0.04144 0.31 9.04 6.05 6.55 8.85 9.9 52.9 -285.8 0.2 3.0 -11.4 0.3 0.03895
3.58 175.00 13.40 0.01798 0.01004 0.04 1.63 9.80 6.83 9.12 -19.0 -29.8 13.6 -0.0 -0.9 0.4 0.1 0.05619
6.26 123.86 0.22 0.00590 0.02491 0.44 1.39 4.33 6.68 8.94 1.2 99.5 -12.3 -0.2 4.8 -0.2 0.3 0.03211
9.29 69.14 11.77 0.15607 0.03532 0.72 0.40 5.59 7.39 9.72 -29.6 -15.9 -13.7 0.2 -1.7 -2.4 -1.5 0.04409
7.22 25.56 2.47 0.09879 0.03230 0.06 2.73 2.74 6.72 9.04 -10.1 61.3 100.5 -0.0 3.2 6.0 -0.3 0.05709
9.82 73.66 1.00 0.01327 0.01610 0.09 6.89 5.68 6.77 9.08 -19.8 -25.4 -140.3 -0.0 -2.0 -7.7 0.0 0.04411
7.51 36.62 7.51 0.26548 0.01428 0.78 5.30 2.24 7.00 9.32 -28.5 -42.1 -25.2 0.1 -1.6 -0.6 -0.2 0.03298
6.61 3.61 12.01 0.01715 0.02800 0.31 4.16 5.22 7.42 9.71 -59.4 -62.6 -49.3 -0.0 -3.2 -1.4 -0.3 0.03491
8.83 122.67 12.99 0.15499 0.00396 0.50 6.06 7.20 6.87 9.19 -32.7 -20.3 -16.1 0.0 -0.7 -0.6 0.3 0.02871
3.81 81.36 5.14 0.03917 0.01559 0.95 5.39 2.65 6.64 8.91 -21.0 -30.3 -29.1 0.3 -1.5 -1.8 1.3 0.04990
3.93 102.37 11.41 0.24566 0.02230 0.82 6.54 8.34 10.68 7.98 -841.4 -13.6 81.0 -0.1 -1.1 4.3 0.3 0.05460
8.64 46.40 3.72 0.19157 0.01298 0.57 5.76 7.84 6.77 9.07 -80.4 5.9 -22.2 -0.6 -0.3 -2.2 3.5 0.03980
0.92 54.70 11.85 0.11594 0.02624 0.66 6.58 4.54 6.99 9.29 17.6 -23.8 -40.3 -0.3 -0.5 -4.5 -2.4 0.04815
0.90 103.86 10.44 0.22006 0.00119 0.64 1.68 3.31 6.85 9.12 -20.4 18.2 17.1 -0.0 0.4 0.3 -0.0 0.03801
0.89 91.18 11.44 0.13005 0.04491 0.84 1.50 1.73 6.93 9.22 -8.3 -256.3 -38.4 0.1 -13.0 -2.5 -0.4 0.05699
0.73 79.01 12.77 0.25467 0.04290 0.40 6.29 2.49 6.91 9.23 -32.3 262.9 68.8 0.1 14.7 4.2 0.7 0.03373
9.86 176.11 3.53 0.07713 0.01495 0.94 7.06 5.16 6.72 8.96 -18.0 -63.3 -27.5 -0.3 -3.4 -1.6 1.1 0.02091
7.74 40.92 10.17 0.29009 0.00490 0.14 2.42 4.05 7.24 9.56 -60.6 -6.9 -18.6 -0.1 -0.2 -1.4 0.3 0.04197
5.23 94.99 8.23 0.18720 0.02105 0.29 0.17 6.86 6.74 9.08 -18.2 42.2 7.7 0.2 2.3 1.0 0.3 0.04743
2.70 27.24 12.83 0.12658 0.03234 0.50 6.24 1.97 7.14 9.43 -29.0 -56.8 72.7 0.0 -3.8 3.3 -0.6 0.02841
2.72 37.03 0.90 0.02781 0.03758 0.12 0.24 6.76 6.63 8.88 7.4 23.9 -98.9 0.0 2.9 -4.8 -0.0 0.02905
2.98 10.14 11.47 0.25705 0.03537 0.34 2.52 6.01 7.14 9.38 -55.0 183.9 252.0 0.1 9.9 14.1 0.7 0.02185
1.11 73.48 4.08 0.15009 0.04042 0.11 3.25 5.53 6.62 8.91 17.5 -211.0 106.2 0.0 -11.2 5.8 0.3 0.04723
6.46 10.71 8.70 0.05101 0.00461 0.31 0.80 8.24 7.13 9.45 -22.6 -15.4 3.5 0.0 -0.5 0.2 -0.5 0.05981
0.69 6.11 13.89 0.10897 0.01766 0.61 2.10 2.95 7.09 9.43 -25.9 1.2 17.3 -0.3 0.8 2.1 -0.7 0.05544
3.06 138.32 2.24 0.09628 0.02362 0.73 5.27 1.71 6.57 8.89 31.0 80.1 61.8 0.2 4.5 2.7 -1.1 0.04184
4.40 71.84 10.83 0.06262 0.03166 0.51 2.81 5.86 6.98 9.25 -57.4 4.0 81.2 0.4 0.4 4.9 1.3 0.04438
3.80 147.28 14.50 0.23059 0.00265 0.71 5.58 4.21 7.01 9.27 31.9 -18.3 -29.2 -0.2 -0.4 -1.3 -2.8 0.03935
5.17 142.87 4.49 0.23898 0.03715 0.75 3.96 6.12 6.63 8.89 5.1 -12.1 -201.1 -0.3 -0.8 -10.0 -0.1 0.02382
1.02 18.71 7.39 0.06467 0.04473 0.60 8.87 4.15 6.65 8.93 -23.2 83.2 -73.2 0.2 4.3 -6.1 0.9 0.03461
2.87 177.94 9.03 0.09595 0.03335 0.59 9.63 2.34 6.73 9.01 65.4 -82.1 -164.1 0.6 -4.7 -7.1 -2.6 0.05047
7.64 169.78 12.88 0.07998 0.04285 0.80 6.65 1.10 6.65 8.92 -16.7 39.2 -158.0 0.3 2.8 -8.3 0.7 0.02340
6.38 89.62 1.27 0.01658 0.03563 0.86 7.27 0.06 6.67 8.94 1.2 68.6 -60.6 0.6 4.4 -2.7 -0.0 0.02885
6.65 60.49 10.65 0.24809 0.01571 0.18 1.62 7.24 10.68 5.55 -2073.0 -333.2 556.6 -0.0 -27.3 43.2 -0.1 0.04568
5.33 93.68 9.26 0.08752 0.03927 0.74 6.24 3.14 6.82 9.12 -3.5 87.3 -73.6 -0.0 5.0 -3.8 -0.9 0.03173
5.06 80.58 4.67 0.18019 0.03078 0.42 6.93 5.44 6.66 8.95 -3.8 42.1 6.4 0.0 2.2 1.1 0.3 0.05114
9.59 43.27 6.02 0.23765 0.04013 0.08 9.43 8.55 7.03 9.35 -21.1 -25.2 -208.2 -0.0 -0.5 -12.6 -0.7 0.05318
0.59 42.74 10.52 0.12309 0.04567 0.74 3.10 7.04 6.86 9.16 -15.5 -281.9 234.0 -0.4 -13.5 12.5 0.3 0.05146
4.01 101.43 0.70 0.04462 0.01936 0.01 9.52 3.93 6.65 8.89 -5.2 36.7 -90.9 -0.0 1.6 -4.8 -0.2 0.02371
7.55 136.43 0.74 0.28228 0.02743 0.22 9.19 4.55 10.66 7.20 -1168.4 -359.9 148.2 -0.1 -20.4 8.4 -0.3 0.04375
5.26 128.45 9.83 0.07578 0.01681 0.71 7.67 2.09 6.69 8.99 6.3 96.0 -50.2 -0.2 5.0 -2.3 -0.6 0.03425
7.08 96.47 10.24 0.20684 0.02587 0.92 6.46 6.61 6.91 9.19 -6.6 -79.0 -121.1 -0.5 -4.2 -7.0 -0.1 0.05030
5.11 6.47 12.65 0.19724 0.00773 0.72 8.33 7.78 7.19 9.52 -45.7 -22.1 12.5 0.1 0.0 0.4 0.3 0.05699
6.09 7.84 2.14 0.14226 0.03251 0.65 4.41 1.97 6.70 9.01 19.0 97.3 -93.3 -0.6 6.2 -5.4 -0.3 0.05583
0.80 68.23 3.29 0.18354 0.00100 0.41 1.74 0.88 6.59 8.87 2.9 -4.0 9.7 0.1 0.2 0.2 0.2 0.03788
3.42 88.34 1.52 0.21883 0.02945 0.47 3.14 1.49 6.53 8.79 -45.5 -95.4 20.0 -0.0 -5.4 0.6 2.5 0.02987
3.48 88.66 11.31 0.03134 0.03989 0.71 4.47 5.90 6.87 9.19 -23.4 110.7 -52.5 -0.1 5.6 -3.3 0.2 0.03721
0.26 16.37 5.59 0.22951 0.03041 0.39 0.80 5.61 6.69 8.94 8.5 -213.4 -122.8 0.1 -11.1 -4.9 -0.8 0.03121
9.35 136.50 5.46 0.13334 0.01091 0.48 9.99 5.17 6.69 8.98 -21.1 38.0 25.4 0.1 1.8 1.1 1.2 0.05807
7.91 51.12 9.84 0.08412 0.01055 0.57 8.73 2.36 7.17 9.44 -22.2 12.6 -22.7 0.1 0.9 -1.0 -0.8 0.02415
2.49 148.57 0.12 0.02604 0.03376 0.12 8.34 1.65 6.62 8.88 3.6 -66.2 116.2 -0.0 -3.3 5.5 0.2 0.02038
6.82 102.39 9.28 0.18657 0.00891 0.75 7.80 5.52 6.77 9.06 -25.8 -70.8 49.7 -0.1 -3.2 1.7 0.5 0.04534
2.03 150.14 7.47 0.16641 0.04772 0.32 4.46 3.56 6.71 8.99 37.1 24.6 168.4 0.1 0.7 8.4 -1.6 0.02302
7.24 177.63 10.13 0.29964 0.04516 0.11 5.29 9.99 10.68 7.20 -1126.7 -432.9 -20.3 -0.0 -22.2 -1.2 0.4 0.05142
8.38 138.21 7.79 0.08049 0.01181 0.93 2.69 9.83 6.73 9.01 -1.8 69.6 40.8 -0.1 3.4 1.9 -0.7 0.03730
7.70 14.00 11.04 0.11520 0.00416 0.34 0.98 0.05 7.50 9.75 -66.3 24.2 -18.7 -0.0 1.4 -0.6 0.6 0.04857
9.37 149.31 12.04 0.14051 0.02371 0.38 0.87 5.98 6.75 9.00 -1.9 -16.4 -59.6 -0.2 -0.9 -3.4 -0.1 0.04234
5.88 109.92 8.69 0.00964 0.00934 0.25 0.57 5.80 6.84 9.08 -1.0 -65.6 -10.4 0.1 -3.6 -0.7 -0.4 0.04777
7.65 129.44 13.91 0.22320 0.04047 0.58 9.89 6.60 6.84 9.12 -5.2 248.1 311.9 -0.2 13.8 16.4 -0.2 0.03047
7.83 107.21 1.66 0.13334 0.00379 0.63 0.43 3.28 6.67 8.98 4.0 -6.2 -10.2 0.1 -0.1 -0.5 -0.4 0.03698
0.29 86.49 14.65 0.02316 0.01403 0.73 3.51 4.08 7.13 9.40 -51.2 11.9 -69.7 -0.1 0.5 -4.1 0.7 0.03671
5.97 77.86 9.71 0.00571 0.01006 0.87 4.11 2.51 6.92 9.21 -35.1 -6.3 -20.7 0.3 0.3 -1.4 0.1 0.02977
0.42 86.96 3.05 0.19015 0.01719 0.02 5.74 0.42 6.61 8.84 -5.2 -14.3 64.5 -0.0 0.2 3.5 0.6 0.02924
4.14 29.58 13.93 0.21031 0.02261 0.25 4.11 0.43 7.32 9.64 -57.7 24.7 -64.3 0.1 1.1 -2.3 0.4 0.04004
6.22 33.82 7.76 0.09263 0.02398 0.58 2.64 1.57 7.01 9.28 -32.4 25.7 -190.5 -0.2 1.9 -9.7 0.2 0.04151
9.21 126.60 4.45 0.23482 0.02193 0.52 4.27 6.24 6.75 9.04 9.8 -190.2 -61.3 -0.2 -9.6 -3.7 -0.4 0.05625
4.35 135.56 4.51 0.23936 0.04483 0.22 7.03 5.87 6.64 8.90 17.2 8.8 -208.1 0.0 0.4 -10.6 -0.3 0.04309
3.09 112.56 1.98 0.07484 0.02378 0.50 2.40 8.06 6.56 8.89 13.3 -14.5 163.0 -0.3 -0.9 7.9 -0.1 0.04304
8.31 66.11 3.51 0.22348 0.03522 0.35 0.63 7.29 6.87 9.12 -28.0 -179.4 -245.2 0.0 -7.0 -12.5 0.1 0.03316
6.51 57.73 10.78 0.19856 0.02563 0.37 0.51 9.08 7.30 9.54 -33.9 -161.2 92.9 -0.1 -7.7 3.7 -0.7 0.02199
6.74 105.77 5.12 0.17898 0.04804 0.18 9.47 7.32 6.72 8.98 4.3 53.4 43.5 0.0 2.7 1.2 -0.7 0.04061
4.01 138.81 5.27 0.25844 0.04773 0.44 7.77 9.72 8.85 9.05 8.8 276.5 16.4 -0.0 11.3 0.7 0.1 0.02474
9.17 82.29 13.75 0.20648 0.04111 0.29 7.69 2.98 7.25 9.60 -27.6 -114.6 58.9 -0.1 -5.6 1.8 -0.7 0.05472
4.00 49.47 9.89 0.24733 0.04973 0.69 1.10 2.85 10.63 8.86 -417.5 -123.3 22.7 -0.1 -5.8 1.0 -0.8 0.02415
5.09 83.42 9.40 0.13876 0.00752 0.36 4.31 0.07 6.87 9.17 -4.4 35.0 -11.5 -0.1 1.7 -1.2 -0.7 0.05853
0.79 117.10 2.19 0.12724 0.03169 0.84 2.88 1.73 6.62 8.87 20.4 -36.7 -285.7 0.1 -2.1 -15.1 -0.8 0.03095
5.53 171.72 13.63 0.13886 0.04907 0.31 9.46 6.31 6.69 9.02 13.4 322.0 -75.4 -0.0 17.6 -1.4 -0.8 0.03486
1.05 175.54 13.69 0.21811 0.00927 0.58 5.07 7.65 6.86 9.23 -29.9 -31.8 -17.3 -0.3 -1.3 -0.6 0.7 0.05899
5.68 13.68 9.41 0.12029 0.03183 0.42 2.67 0.49 7.11 9.42 -33.5 38.0 24.2 0.2 2.9 0.5 0.1 0.03968
3.10 25.36 5.35 0.20395 0.03376 0.44 7.63 7.43 6.73 9.03 28.4 -74.9 -83.7 0.3 -5.0 -1.4 -1.3 0.03768
8.89 7.70 0.44 0.00278 0.00464 0.03 6.11 0.88 6.69 9.00 -5.3 -4.8 34.8 0.0 -0.3 1.8 -0.1 0.03206
5.41 3.22 8.47 0.07042 0.03825 0.93 3.99 8.62 7.10 9.37 -16.8 -177.9 51.8 -0.0 -9.5 3.8 -1.3 0.02422
4.15 67.85 2.61 0.19079 0.03982 0.38 2.90 7.64 6.68 8.95 13.6 -229.3 -83.6 -0.5 -11.5 -4.0 0.1 0.05854
8.34 12.84 8.38 0.17386 0.02005 0.91 4.64 0.11 7.30 9.56 -19.3 51.6 -81.2 -0.8 3.1 -4.4 -1.1 0.05318
1.81 48.85 11.83 0.27327 0.03765 0.74 9.58 0.72 10.67 6.14 -1781.3 182.5 -671.2 0.3 10.9 -42.1 0.4 0.02262
1.13 54.40 0.53 0.09503 0.04824 0.38 5.26 7.66 6.62 8.88 21.9 -190.1 -198.5 0.1 -10.7 -11.2 -0.4 0.04265
4.17 83.28 9.12 0.27974 0.03903 0.71 5.13 8.60 6.77 9.08 -25.7 -153.1 189.4 0.0 -10.0 8.7 1.0 0.05004
8.51 141.33 12.21 0.04431 0.03805 0.63 5.91 7.20 6.70 9.00 -39.2 50.9 -11.5 0.2 3.0 -0.6 1.6 0.05099
8.93 63.54 1.19 0.05804 0.02291 0.26 6.17 7.19 6.76 9.07 -9.4 19.0 47.3 0.0 1.1 2.4 -0.2 0.05568
9.22 14.15 13.23 0.29696 0.04731 0.71 0.94 8.50 8.42 10.24 -102.8 147.5 -31.3 0.0 8.1 -1.5 1.3 0.03152
